,,,,,,,,,,,,,,,,,,,,,
"□ 조립 리드타임 실적 집계 (HN5010 이후, 16년 5월 이후)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,기본정보,,,,,,,,,기타 정보,,,,계획,실적,,,,,,
,팀,세부공정,선종,프로젝트,블럭,Ass'y,PCG,PCG명,업체명,Weight,길이(L),폭(B),높이(H),계획L/T,착수,완료,실적L/T,,,,
,조립1팀,중조립,115K COT,HN5032,S19S,LB2,CS2,S/SHELL (CURVE),(유)예솔기업,, 14.2, 15.8, 3.6,8 ,2017/12/5,2017/12/14,8 ,,,,
,조립1팀,중조립,115K PC,HN5029,A21P,SS1,AL4,AFT. DECK (R/HORN SIDE BLK),(유)예솔기업,, 7.7, 15.4, 7.6,11 ,2018/1/3,2018/1/24,16 ,,,,
,조립1팀,중조립,115K PC,HN5029,A21S,TB14,AL4,AFT. DECK (R/HORN SIDE BLK),조립1팀,, 7.0, 13.9, 1.3,5 ,2017/12/21,2018/1/3,8 ,,,,
,조립1팀,중조립,115K PC,HN5029,A21S,SS1,AL4,AFT. DECK (R/HORN SIDE BLK),(유)예솔기업,, 7.7, 15.4, 7.6,11 ,2018/1/3,2018/1/24,16 ,,,,
,조립1팀,중조립,115K PC,HN5029,A22C,ET2,AL3,RUDDER HORN,(유)예솔기업,, 0.0, 0.0, 0.0,8 ,2018/1/2,2018/1/9,6 ,,,,
,조립1팀,중조립,115K PC,HN5029,A22C,ET1,AL3,RUDDER HORN,(유)예솔기업,, 7.6, 5.5, 7.0,11 ,2017/12/26,2018/1/12,13 ,,,,
,조립1팀,중조립,115K PC,HN5029,A22C,SS4A,AL3,RUDDER HORN,(유)예솔기업,, 9.2, 8.4, 4.3,15 ,2017/12/29,2018/1/16,12 ,,,,
,조립1팀,중조립,115K PC,HN5029,A22C,SS4M,AL3,RUDDER HORN,(유)예솔기업,, 9.2, 8.4, 4.3,15 ,2017/12/29,2018/1/16,12 ,,,,
,조립1팀,중조립,115K PC,HN5029,B52P,HP1,CS4,HOPPER (CURVE),(유)예솔기업,, 14.1, 10.1, 3.9,12 ,2017/12/23,2018/1/9,10 ,,,,
,조립1팀,중조립,115K PC,HN5029,B52P,HP2,CS4,HOPPER (CURVE),(유)예솔기업,, 7.1, 5.4, 3.4,12 ,2017/12/23,2018/1/9,10 ,,,,
,조립1팀,중조립,115K PC,HN5029,B52S,HP2,CS4,HOPPER (CURVE),(유)예솔기업,, 7.1, 5.4, 3.4,12 ,2017/12/28,2018/1/18,15 ,,,,
,조립1팀,중조립,115K PC,HN5029,B52S,HP1,CS4,HOPPER (CURVE),(유)예솔기업,, 14.1, 10.1, 3.9,12 ,2017/12/28,2018/1/19,16 ,,,,
,조립1팀,중조립,115K PC,HN5029,E21P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 10.6, 7.7, 5.9,10 ,2018/1/8,2018/1/22,11 ,,,,
,조립1팀,중조립,115K PC,HN5029,E21S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 10.6, 7.7, 5.9,10 ,2018/1/12,2018/1/22,7 ,,,,
,조립1팀,중조립,115K PC,HN5029,E31P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 20.3, 5.5, 0.0,10 ,2017/12/18,2018/1/5,13 ,,,,
,조립1팀,중조립,115K PC,HN5029,E31S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 20.3, 5.5, 0.0,10 ,2017/12/19,2018/1/5,12 ,,,,
,조립1팀,중조립,115K PC,HN5029,E32P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 0.0, 0.0, 0.0,14 ,2017/12/19,2018/1/8,13 ,,,,
,조립1팀,중조립,115K PC,HN5029,E32S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 0.0, 0.0, 0.0,14 ,2017/12/27,2018/1/17,15 ,,,,
,조립1팀,중조립,115K PC,HN5029,E41P,LB15,EL1,E/ROOM (L-TYPE),조립1팀,, 12.3, 5.0, 5.5,6 ,2017/12/26,2018/1/4,7 ,,,,
,조립1팀,중조립,115K PC,HN5029,E41P,TB50,EL1,E/ROOM (L-TYPE),조립1팀,, 5.0, 14.3, 2.4,6 ,2017/12/29,2018/1/5,5 ,,,,
,조립1팀,중조립,115K PC,HN5029,E41P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.4, 5.8, 0.0,10 ,2017/12/20,2018/1/15,17 ,,,,
,조립1팀,중조립,115K PC,HN5029,E41S,LB15,EL1,E/ROOM (L-TYPE),조립1팀,, 16.3, 5.0, 5.0,6 ,2017/12/20,2018/1/3,9 ,,,,
,조립1팀,중조립,115K PC,HN5029,E41S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.4, 5.8, 0.0,10 ,2017/12/15,2018/1/4,13 ,,,,
,조립1팀,중조립,115K PC,HN5029,E42P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.1, 7.5, 0.0,10 ,2017/12/23,2018/1/17,16 ,,,,
,조립1팀,중조립,115K PC,HN5029,E51P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.9, 4.7, 2.3,8 ,2018/1/4,2018/1/18,11 ,,,,
,조립1팀,중조립,115K PC,HN5029,E51S,TB50,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 16.3, 4.8, 2.8,8 ,2018/1/8,2018/1/17,8 ,,,,
,조립1팀,중조립,115K PC,HN5029,E51S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.8, 4.7, 2.3,8 ,2018/1/5,2018/1/19,11 ,,,,
,조립1팀,중조립,115K PC,HN5029,E52P,DK2,EL1,E/ROOM (L-TYPE),조립1팀,, 15.2, 7.2, 2.4,10 ,2018/1/9,2018/1/16,6 ,,,,
,조립1팀,중조립,115K PC,HN5029,E52P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.2, 5.0, 5.9,10 ,2018/1/5,2018/1/22,12 ,,,,
,조립1팀,중조립,115K PC,HN5029,E52S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.0, 5.0, 2.3,10 ,2018/1/11,2018/1/22,8 ,,,,
,조립1팀,중조립,115K PC,HN5029,E52S,LB17,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 4.9, 4.8, 1.8,8 ,2018/1/17,2018/1/26,8 ,,,,
,조립1팀,중조립,115K PC,HN5029,S11P,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 19.5, 12.2, 2.6,9 ,2017/12/27,2018/1/10,10 ,,,,
,조립1팀,중조립,115K PC,HN5029,S11S,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 19.5, 12.2, 2.6,9 ,2018/1/3,2018/1/18,12 ,,,,
,조립1팀,중조립,115K PC,HN5029,S18P,TB91,CS2,S/SHELL (CURVE),조립1팀,, 5.2, 11.7, 6.6,7 ,2018/1/18,2018/1/29,8 ,,,,
,조립1팀,중조립,115K PC,HN5029,S18P,LB1,CS2,S/SHELL (CURVE),(유)다현기업,, 5.6, 15.8, 2.5,8 ,2018/1/20,2018/1/30,7 ,,,,
,조립1팀,중조립,115K PC,HN5029,S18S,TB91,CS2,S/SHELL (CURVE),조립1팀,, 5.2, 11.7, 6.6,7 ,2018/1/18,2018/1/29,8 ,,,,
,조립1팀,중조립,115K PC,HN5029,S18S,LB1,CS2,S/SHELL (CURVE),(유)다현기업,, 5.6, 15.8, 2.5,8 ,2018/1/18,2018/1/30,9 ,,,,
,조립1팀,중조립,115K PC,HN5030,A22C,ET1A,AL3,RUDDER HORN,(유)예솔기업,, 8.3, 4.3, 3.6,12 ,2018/1/18,2018/1/29,8 ,,,,
,조립1팀,중조립,115K PC,HN5030,B51P,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 12.0, 3.9,12 ,2018/1/12,2018/1/29,12 ,,,,
,조립1팀,중조립,115K PC,HN5030,B51P,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 8.6, 3.9,12 ,2018/1/12,2018/1/29,12 ,,,,
,조립1팀,중조립,115K PC,HN5030,B51S,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 12.0, 3.9,12 ,2018/1/15,2018/1/29,11 ,,,,
,조립1팀,중조립,115K PC,HN5030,B51S,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 8.6, 3.9,12 ,2018/1/15,2018/1/29,11 ,,,,
,조립1팀,중조립,115K PC,HN5030,E11C,BS2B,EB1,E/R D/BOTTOM,(유)예솔기업,, 9.8, 5.8, 0.0,9 ,2017/12/27,2018/1/9,9 ,,,,
,조립1팀,중조립,115K PC,HN5030,E11C,BS2N,EB1,E/R D/BOTTOM,(유)예솔기업,, 9.8, 5.8, 0.0,9 ,2017/12/27,2018/1/9,9 ,,,,
,조립1팀,중조립,115K PC,HN5030,E11C,SS2A,EB1,E/R D/BOTTOM,(유)예솔기업,, 4.1, 2.8, 0.0,7 ,2018/1/5,2018/1/12,6 ,,,,
,조립1팀,중조립,115K PC,HN5030,E11C,SS2M,EB1,E/R D/BOTTOM,(유)예솔기업,, 4.1, 2.8, 0.0,7 ,2018/1/5,2018/1/12,6 ,,,,
,조립1팀,중조립,115K PC,HN5030,E11C,TT1,EB1,E/R D/BOTTOM,(유)동성산업,, 0.0, 0.0, 0.0,13 ,2018/1/19,2018/1/31,9 ,,,,
,조립1팀,중조립,115K PC,HN5030,E12C,GR2,EB1,E/R D/BOTTOM,(유)예솔기업,, 0.0, 0.0, 0.0,9 ,2017/12/23,2018/1/15,14 ,,,,
,조립1팀,중조립,115K PC,HN5030,E31P,LB15,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 4.8, 12.1, 6.3,6 ,2018/1/13,2018/1/19,5 ,,,,
,조립1팀,중조립,115K PC,HN5030,E31S,LB15,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 4.8, 12.1, 6.3,6 ,2018/1/13,2018/1/19,5 ,,,,
,조립1팀,중조립,115K PC,HN5030,E41S,SS1,EL1,E/ROOM (L-TYPE),(유)다현기업,, 18.4, 5.8, 0.0,10 ,2018/1/16,2018/1/31,12 ,,,,
,조립1팀,중조립,115K COT,HN5032,A31S,TB14,AL1,AFT. BODY (L-TYPE),조립1팀,, 0.0, 0.0, 0.0,6 ,2017/12/22,2018/1/2,6 ,,,,
,조립1팀,중조립,115K COT,HN5032,E91C,TB55B,ED3,E/ROOM BHD,(유)예솔기업,, 18.6, 14.1, 1.6,10 ,2017/12/21,2018/1/3,8 ,,,,
,조립1팀,중조립,115K COT,HN5032,F31P,TB98,FL1,FORE BODY (L-TYPE),조립1팀,, 6.3, 11.2, 2.0,6 ,2017/12/26,2018/1/2,5 ,,,,
,조립1팀,중조립,115K COT,HN5032,F41S,SS2,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10 ,2017/12/14,2018/1/4,14 ,,,,
,조립1팀,중조립,115K PC,HN5029,A31P,TB06,AL1,AFT. BODY (L-TYPE),조립1팀,, 0.0, 0.0, 0.0,6 ,2018/2/1,2018/2/13,9 ,,,,
,조립1팀,중조립,115K PC,HN5029,A31P,TB14,AL1,AFT. BODY (L-TYPE),조립1팀,, 0.0, 0.0, 0.0,6 ,2018/2/7,2018/2/13,5 ,,,,
,조립1팀,중조립,115K PC,HN5029,A31S,TB14,AL1,AFT. BODY (L-TYPE),조립1팀,, 0.0, 0.0, 0.0,6 ,2018/2/8,2018/2/14,5 ,,,,
,조립1팀,중조립,115K PC,HN5029,B58S,SS1,CS4,HOPPER (CURVE),(유)다현기업,, 0.0, 0.0, 0.0,12 ,2018/1/27,2018/2/28,21 ,,,,
,조립1팀,중조립,115K PC,HN5029,B58S,SS2,CS4,HOPPER (CURVE),(유)다현기업,, 0.0, 0.0, 0.0,12 ,2018/2/7,2018/2/28,14 ,,,,
,조립1팀,중조립,115K PC,HN5029,F11C,TB98B,FB1,FORE BODY BOTTOM,(유)동성산업,, 2.6, 11.5, 4.7,8 ,2018/2/14,2018/2/26,7 ,,,,
,조립1팀,중조립,115K PC,HN5029,F11C,TB98N,FB1,FORE BODY BOTTOM,(유)동성산업,, 2.6, 11.5, 4.7,8 ,2018/2/14,2018/2/26,7 ,,,,
,조립1팀,중조립,115K PC,HN5029,F31P,TB98,FL1,FORE BODY (L-TYPE),조립1팀,, 6.3, 11.2, 2.0,6 ,2018/2/12,2018/2/19,4 ,,,,
,조립1팀,중조립,115K PC,HN5029,F41P,TB102,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2018/1/26,2018/2/2,6 ,,,,
,조립1팀,중조립,115K PC,HN5029,F41P,TB98,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2018/1/26,2018/2/2,6 ,,,,
,조립1팀,중조립,115K PC,HN5029,F41P,SS1,FL2,FORE BODY B/MOUTH,(유)다현기업,, 0.0, 0.0, 0.0,10 ,2018/1/22,2018/2/12,16 ,,,,
,조립1팀,중조립,115K PC,HN5029,F41P,SS2,FL2,FORE BODY B/MOUTH,(유)다현기업,, 0.0, 0.0, 0.0,10 ,2018/1/22,2018/2/12,16 ,,,,
,조립1팀,중조립,115K PC,HN5029,F41S,TB102,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2018/2/6,2018/2/13,6 ,,,,
,조립1팀,중조립,115K PC,HN5029,F41S,TB98,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2018/2/6,2018/2/13,6 ,,,,
,조립1팀,중조립,115K PC,HN5029,F41S,SS1,FL2,FORE BODY B/MOUTH,(유)다현기업,, 0.0, 0.0, 0.0,10 ,2018/2/8,2018/2/28,13 ,,,,
,조립1팀,중조립,115K PC,HN5029,S19P,LB1,CS2,S/SHELL (CURVE),(유)다현기업,, 5.6, 15.8, 2.5,8 ,2018/2/3,2018/2/19,9 ,,,,
,조립1팀,중조립,115K PC,HN5029,S19P,LB2,CS2,S/SHELL (CURVE),(유)다현기업,, 14.2, 15.8, 3.6,8 ,2018/2/5,2018/2/19,9 ,,,,
,조립1팀,중조립,115K PC,HN5029,S19S,LB1,CS2,S/SHELL (CURVE),(유)다현기업,, 5.6, 15.8, 2.5,8 ,2018/1/25,2018/2/12,13 ,,,,
,조립1팀,중조립,115K PC,HN5029,S19S,LB2,CS2,S/SHELL (CURVE),(유)다현기업,, 14.2, 15.8, 3.6,8 ,2018/1/26,2018/2/12,12 ,,,,
,조립1팀,중조립,115K PC,HN5030,A21P,TB14,AL4,AFT. DECK (R/HORN SIDE BLK),조립1팀,, 6.8, 13.7, 1.0,6 ,2018/2/1,2018/2/9,7 ,,,,
,조립1팀,중조립,115K PC,HN5030,A21S,TB14,AL4,AFT. DECK (R/HORN SIDE BLK),조립1팀,, 7.0, 13.9, 1.3,6 ,2018/2/2,2018/2/12,7 ,,,,
,조립1팀,중조립,115K PC,HN5030,A22C,ET2,AL3,RUDDER HORN,(유)다현기업,, 0.0, 0.0, 0.0,6 ,2018/2/3,2018/2/9,5 ,,,,
,조립1팀,중조립,115K PC,HN5030,A22C,ET1,AL3,RUDDER HORN,(유)다현기업,, 7.6, 5.5, 7.0,8 ,2018/1/29,2018/2/26,19 ,,,,
,조립1팀,중조립,115K PC,HN5030,A22C,SS4A,AL3,RUDDER HORN,(유)다현기업,, 9.2, 8.4, 4.3,8 ,2018/2/8,2018/2/26,11 ,,,,
,조립1팀,중조립,115K PC,HN5030,A22C,SS4M,AL3,RUDDER HORN,(유)다현기업,, 9.2, 8.4, 4.3,8 ,2018/2/8,2018/2/27,12 ,,,,
,조립1팀,중조립,115K PC,HN5030,E31P,SS1,EL1,E/ROOM (L-TYPE),(유)다현기업,, 20.3, 5.5, 0.0,10 ,2018/1/29,2018/2/14,13 ,,,,
,조립1팀,중조립,115K PC,HN5030,E31S,SS1,EL1,E/ROOM (L-TYPE),(유)다현기업,, 20.3, 5.5, 0.0,10 ,2018/1/27,2018/2/12,11 ,,,,
,조립1팀,중조립,115K PC,HN5030,E32P,SS1,EL1,E/ROOM (L-TYPE),(유)다현기업,, 0.0, 0.0, 0.0,14 ,2018/1/24,2018/2/23,21 ,,,,
,조립1팀,중조립,115K PC,HN5030,E32S,SS1,EL1,E/ROOM (L-TYPE),(유)다현기업,, 0.0, 0.0, 0.0,14 ,2018/1/24,2018/2/28,24 ,,,,
,조립1팀,중조립,115K PC,HN5030,E41P,TB50,EL1,E/ROOM (L-TYPE),조립1팀,, 5.0, 14.3, 2.4,6 ,2018/2/6,2018/2/13,6 ,,,,
,조립1팀,중조립,115K PC,HN5030,E41P,LB15,EL1,E/ROOM (L-TYPE),조립1팀,, 12.3, 5.0, 5.5,6 ,2018/2/6,2018/2/13,6 ,,,,
,조립1팀,중조립,115K PC,HN5030,E41P,SS1,EL1,E/ROOM (L-TYPE),(유)다현기업,, 18.4, 5.8, 0.0,10 ,2018/1/24,2018/2/23,21 ,,,,
,조립1팀,중조립,115K PC,HN5030,E41S,LB15,EL1,E/ROOM (L-TYPE),조립1팀,, 16.3, 5.0, 5.0,6 ,2018/1/25,2018/2/2,7 ,,,,
,조립1팀,중조립,115K PC,HN5030,E42P,SS1,EL1,E/ROOM (L-TYPE),(유)다현기업,, 18.1, 7.5, 0.0,10 ,2018/2/6,2018/2/28,15 ,,,,
,조립1팀,중조립,115K PC,HN5030,E42S,SS1,EL1,E/ROOM (L-TYPE),(유)다현기업,, 18.1, 7.5, 0.0,10 ,2018/1/20,2018/2/9,15 ,,,,
,조립1팀,중조립,115K PC,HN5030,E52P,DK2,EL1,E/ROOM (L-TYPE),조립1팀,, 15.2, 7.2, 2.4,8 ,2018/2/12,2018/2/22,7 ,,,,
,조립1팀,중조립,115K PC,HN5030,S11P,LB1,CS2,S/SHELL (CURVE),(유)다현기업,, 19.5, 12.2, 2.6,10 ,2018/2/1,2018/2/23,15 ,,,,
,조립1팀,중조립,115K PC,HN5030,S11S,LB1,CS2,S/SHELL (CURVE),(유)다현기업,, 19.5, 12.2, 2.6,10 ,2018/2/1,2018/2/23,15 ,,,,
,조립1팀,중조립,115K PC,HN5021,A21P,TB14,AL4,AFT. DECK (R/HORN SIDE BLK),조립1팀,, 6.8, 13.7, 1.0,6 ,2018/3/13,2018/3/28,12 ,,,,
,조립1팀,중조립,115K PC,HN5021,A21S,TB14,AL4,AFT. DECK (R/HORN SIDE BLK),조립1팀,, 7.0, 13.9, 1.3,6 ,2018/3/13,2018/3/28,12 ,,,,
,조립1팀,중조립,115K PC,HN5021,A22C,ET1A,AL3,RUDDER HORN,(유)다현기업,, 8.3, 4.3, 3.6,12 ,2018/3/1,2018/3/15,10 ,,,,
,조립1팀,중조립,115K PC,HN5021,A22C,ET2,AL3,RUDDER HORN,(유)다현기업,, 0.0, 0.0, 0.0,6 ,2018/3/26,2018/3/30,5 ,,,,
,조립1팀,중조립,115K PC,HN5021,B51P,SS1,CS4,HOPPER (CURVE),(유)다현기업,, 20.4, 12.0, 3.9,12 ,2018/3/13,2018/3/30,14 ,,,,
,조립1팀,중조립,115K PC,HN5021,E11C,BS2B,EB1,E/R D/BOTTOM,(유)다현기업,, 9.8, 5.8, 0.0,9 ,2018/2/28,2018/3/15,11 ,,,,
,조립1팀,중조립,115K PC,HN5021,E11C,BS2N,EB1,E/R D/BOTTOM,(유)다현기업,, 9.8, 5.8, 0.0,9 ,2018/2/28,2018/3/15,11 ,,,,
,조립1팀,중조립,115K PC,HN5021,E11C,SS2A,EB1,E/R D/BOTTOM,(유)다현기업,, 4.1, 2.8, 0.0,7 ,2018/3/10,2018/3/21,8 ,,,,
,조립1팀,중조립,115K PC,HN5021,E11C,SS2M,EB1,E/R D/BOTTOM,(유)다현기업,, 4.1, 2.8, 0.0,7 ,2018/3/10,2018/3/21,8 ,,,,
,조립1팀,중조립,115K PC,HN5021,E12C,GR2,EB1,E/R D/BOTTOM,(유)다현기업,, 0.0, 0.0, 0.0,9 ,2018/3/10,2018/3/23,10 ,,,,
,조립1팀,중조립,115K PC,HN5021,E22P,SR1,EL1,E/ROOM (L-TYPE),조립1팀,, 8.2, 10.0, 5.6,12 ,2018/3/22,2018/3/30,7 ,,,,
,조립1팀,중조립,115K PC,HN5021,E22S,SR1,EL1,E/ROOM (L-TYPE),조립1팀,, 8.0, 7.5, 4.5,12 ,2018/3/23,2018/3/30,6 ,,,,
,조립1팀,중조립,115K PC,HN5021,E31P,LB15,EL1,E/ROOM (L-TYPE),(유)동성산업,, 4.8, 12.1, 6.3,6 ,2018/3/15,2018/3/23,7 ,,,,
,조립1팀,중조립,115K PC,HN5021,E31S,LB15,EL1,E/ROOM (L-TYPE),(유)동성산업,, 4.8, 12.1, 6.3,6 ,2018/3/14,2018/3/22,7 ,,,,
,조립1팀,중조립,115K PC,HN5029,B58P,SS1,CS4,HOPPER (CURVE),(유)다현기업,, 0.0, 0.0, 0.0,12 ,2018/2/9,2018/3/7,16 ,,,,
,조립1팀,중조립,115K PC,HN5029,B58P,SS2,CS4,HOPPER (CURVE),(유)다현기업,, 0.0, 0.0, 0.0,12 ,2018/2/10,2018/3/7,15 ,,,,
,조립1팀,중조립,115K PC,HN5029,E91C,TB55B,ED3,E/ROOM BHD,(유)다현기업,, 18.6, 14.1, 1.6,10 ,2018/2/9,2018/3/5,14 ,,,,
,조립1팀,중조립,115K PC,HN5029,F41S,SS2,FL2,FORE BODY B/MOUTH,(유)다현기업,, 0.0, 0.0, 0.0,10 ,2018/2/10,2018/3/5,13 ,,,,
,조립1팀,중조립,115K PC,HN5030,A21P,SS1,AL4,AFT. DECK (R/HORN SIDE BLK),(유)동성산업,, 7.7, 15.4, 7.6,12 ,2018/2/27,2018/3/12,9 ,,,,
,조립1팀,중조립,115K PC,HN5030,A21S,SS1,AL4,AFT. DECK (R/HORN SIDE BLK),(유)동성산업,, 7.7, 15.4, 7.6,12 ,2018/2/27,2018/3/12,9 ,,,,
,조립1팀,중조립,115K PC,HN5030,B52P,HP2,CS4,HOPPER (CURVE),(유)다현기업,, 7.1, 5.4, 3.4,12 ,2018/2/19,2018/3/1,9 ,,,,
,조립1팀,중조립,115K PC,HN5030,B52P,HP1,CS4,HOPPER (CURVE),(유)다현기업,, 14.1, 10.1, 3.9,12 ,2018/2/19,2018/3/2,10 ,,,,
,조립1팀,중조립,115K PC,HN5030,B52S,HP1,CS4,HOPPER (CURVE),(유)다현기업,, 14.1, 10.1, 3.9,12 ,2018/2/19,2018/3/9,14 ,,,,
,조립1팀,중조립,115K PC,HN5030,B52S,HP2,CS4,HOPPER (CURVE),(유)다현기업,, 7.1, 5.4, 3.4,12 ,2018/2/19,2018/3/9,14 ,,,,
,조립1팀,중조립,115K PC,HN5030,B58S,SS1,CS4,HOPPER (CURVE),(유)다현기업,, 0.0, 0.0, 0.0,14 ,2018/3/6,2018/3/28,17 ,,,,
,조립1팀,중조립,115K PC,HN5030,B58S,SS2,CS4,HOPPER (CURVE),(유)다현기업,, 0.0, 0.0, 0.0,14 ,2018/3/6,2018/3/28,17 ,,,,
,조립1팀,중조립,115K PC,HN5030,E21P,SS1,EL1,E/ROOM (L-TYPE),(유)다현기업,, 10.6, 7.7, 5.9,12 ,2018/2/9,2018/3/6,15 ,,,,
,조립1팀,중조립,115K PC,HN5030,E21S,SS1,EL1,E/ROOM (L-TYPE),(유)다현기업,, 10.6, 7.7, 5.9,12 ,2018/2/9,2018/3/7,16 ,,,,
,조립1팀,중조립,115K PC,HN5030,E51P,SS1,EL1,E/ROOM (L-TYPE),(유)다현기업,, 17.9, 4.7, 2.3,12 ,2018/2/8,2018/3/1,14 ,,,,
,조립1팀,중조립,115K PC,HN5030,E51S,SS1,EL1,E/ROOM (L-TYPE),(유)다현기업,, 17.8, 4.7, 2.3,12 ,2018/2/21,2018/3/8,11 ,,,,
,조립1팀,중조립,115K PC,HN5030,E51S,TB50,EL1,E/ROOM (L-TYPE),(유)다현기업,, 16.3, 4.8, 2.8,6 ,2018/2/23,2018/3/8,9 ,,,,
,조립1팀,중조립,115K PC,HN5030,E52P,SS1,EL1,E/ROOM (L-TYPE),(유)다현기업,, 17.2, 5.0, 5.9,10 ,2018/2/10,2018/3/5,13 ,,,,
,조립1팀,중조립,115K PC,HN5030,E52S,LB17,EL1,E/ROOM (L-TYPE),(유)다현기업,, 4.9, 4.8, 1.8,6 ,2018/2/23,2018/3/8,9 ,,,,
,조립1팀,중조립,115K PC,HN5030,E52S,SS1,EL1,E/ROOM (L-TYPE),(유)다현기업,, 17.0, 5.0, 2.3,10 ,2018/2/21,2018/3/8,11 ,,,,
,조립1팀,중조립,115K PC,HN5030,E91C,TB55B,ED3,E/ROOM BHD,(유)다현기업,, 18.6, 14.1, 1.6,12 ,2018/3/10,2018/3/23,10 ,,,,
,조립1팀,중조립,115K PC,HN5030,F41P,TB102,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2018/3/16,2018/3/26,7 ,,,,
,조립1팀,중조립,115K PC,HN5030,F41P,TB98,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2018/3/16,2018/3/26,7 ,,,,
,조립1팀,중조립,115K PC,HN5030,F41P,SS1,FL2,FORE BODY B/MOUTH,(유)다현기업,, 0.0, 0.0, 0.0,10 ,2018/3/10,2018/3/28,13 ,,,,
,조립1팀,중조립,115K PC,HN5030,F41P,SS2,FL2,FORE BODY B/MOUTH,(유)다현기업,, 0.0, 0.0, 0.0,10 ,2018/3/10,2018/3/28,13 ,,,,
,조립1팀,중조립,115K PC,HN5030,F41S,TB102,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2018/3/20,2018/3/26,5 ,,,,
,조립1팀,중조립,115K PC,HN5030,F41S,TB98,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2018/3/20,2018/3/26,5 ,,,,
,조립1팀,중조립,115K PC,HN5030,S18P,TB91,CS2,S/SHELL (CURVE),조립1팀,, 5.2, 11.7, 6.6,6 ,2018/3/7,2018/3/13,5 ,,,,
,조립1팀,중조립,115K PC,HN5030,S18P,LB1,CS2,S/SHELL (CURVE),(유)다현기업,, 5.6, 15.8, 2.5,8 ,2018/3/6,2018/3/15,8 ,,,,
,조립1팀,중조립,115K PC,HN5030,S18S,TB91,CS2,S/SHELL (CURVE),조립1팀,, 5.2, 11.7, 6.6,6 ,2018/3/1,2018/3/12,7 ,,,,
,조립1팀,중조립,115K PC,HN5030,S18S,LB1,CS2,S/SHELL (CURVE),(유)다현기업,, 5.6, 15.8, 2.5,8 ,2018/2/28,2018/3/14,10 ,,,,
,조립1팀,중조립,115K PC,HN5030,S19P,LB1,CS2,S/SHELL (CURVE),(유)다현기업,, 5.6, 15.8, 2.5,10 ,2018/3/17,2018/3/30,10 ,,,,
,조립1팀,중조립,115K PC,HN5030,S19P,LB2,CS2,S/SHELL (CURVE),(유)다현기업,, 14.2, 15.8, 3.6,10 ,2018/3/17,2018/3/30,10 ,,,,
,조립1팀,중조립,115K PC,HN5030,S19S,LB1,CS2,S/SHELL (CURVE),(유)다현기업,, 5.6, 15.8, 2.5,10 ,2018/3/5,2018/3/23,15 ,,,,
,조립1팀,중조립,115K PC,HN5030,S19S,LB2,CS2,S/SHELL (CURVE),(유)다현기업,, 14.2, 15.8, 3.6,10 ,2018/3/12,2018/3/23,10 ,,,,
,조립1팀,중조립,115K PC,HN5021,A21P,SS1,AL4,AFT. DECK (R/HORN SIDE BLK),(유)동성산업,, 7.7, 15.4, 7.6,12 ,2018/3/27,2018/4/11,12 ,,,,
